rounded_latitude,rounded_longitude,avg_nic
41.708109,29.000923,3.993833
41.706884,29.094312,5.921825
41.707669,29.202327,5.337373
41.706175,29.293143,5.457028
41.709757,29.401321,0.212455
41.707678,29.491249,5.962198
41.707161,30.609398,4.473848
41.709199,30.695823,4.863113
41.706784,30.808475,5.21124
41.692108,30.902809,6.073435
41.704836,32.011473,8.057799
41.708165,32.104567,7.900982
41.692049,32.295668,7.878213
41.699370,32.887082,0
41.702563,34.689932,8.000979
41.707886,34.798654,8.011722
41.703111,34.990126,8.067532
41.699181,41.510819,8.052634
41.696309,41.589157,7.95642
41.706587,41.706626,7.810066
41.704209,41.912299,7.799181
41.690409,41.997995,5.124772
41.705780,42.089273,6.747341
41.702857,42.187676,4.632507
41.699977,42.311501,5.27734
41.691567,42.392939,7.775647
41.704536,42.710461,0.227148
41.708814,43.105887,4.603983
41.707631,43.200879,5.373385
41.699183,43.588328,5.38662
41.698299,43.711880,4.188204
41.695684,43.809092,4.034585
41.706432,44.593535,3.224578
41.692402,44.703770,5.304516
41.693186,44.904799,3.14384
41.705761,44.992628,0.156144
41.792238,-10.996272,8.249339
41.799922,-10.910769,7.285413
41.792821,-10.803905,6.003263
41.807262,-10.706564,7.215696
41.792937,-10.592916,6.131836
41.808498,-8.997194,7.081939
41.793930,-8.908597,5.94151
41.806839,-8.794724,8.041897
41.795278,-8.710318,8.00343
41.802313,-8.610690,6.974577
41.797593,-8.489684,8.17772
41.797843,-8.411991,8.119385
41.803823,-7.888228,7.394706
41.798037,-7.212747,7.227106
41.807627,-6.995046,8.172357
41.807353,-6.591785,6.876723
41.798839,-6.513055,5.907978
41.800347,-6.312415,7.916245
41.801818,-6.189607,7.607548
41.808212,-6.105637,7.483719
41.809586,-6.001400,7.442489
41.791720,-5.893328,3.929696
41.805685,-5.507178,7.022321
41.808345,-5.091945,7.925286
41.804873,-5.008436,6.752001
41.797281,-4.910599,7.462235
41.791102,-4.796509,3.279788
41.794894,-4.691234,3.019982
41.792257,-4.600866,5.429623
41.802490,-4.313301,8.188994
41.793699,-4.110601,7.826579
41.796595,-3.609462,7.976258
41.796721,-3.087505,7.581065
41.795634,-2.989580,7.028067
41.803477,-2.410561,6.221254
41.809393,-2.304020,8.014948
41.806682,-1.308084,6.494471
41.790933,-1.198263,7.260072
41.797762,-0.112600,7.999184
41.797821,-0.013371,7.68451
41.800343,0.111930,7.357874
41.801157,0.189729,6.062042
41.800086,0.289472,6.307334
41.806445,0.908615,7.070658
41.794875,1.007698,7.52545
41.808450,1.098754,7.907653
41.795848,1.287796,8.201254
41.804933,1.791696,7.048199
41.801383,1.912943,6.796477
41.796262,2.211163,7.684115
41.806535,2.291127,8.006877
41.796678,2.687409,7.404873
41.800909,2.889516,7.850729
41.791343,3.003019,8.230854
41.807680,3.199401,7.957972
41.803331,3.287023,8.016816
41.807731,3.703269,7.981873
41.796712,3.812443,7.996383
41.795617,3.910070,7.119756
41.801521,3.987601,8.007614
41.807164,4.494876,7.487836
41.807977,4.605757,7.08328
41.792320,4.707158,7.112086
41.807618,4.793220,8.330321
41.797488,4.911251,6.870781
41.806610,4.991447,5.683791
41.798025,5.112503,5.848486
41.809806,5.202915,7.014606
41.800848,6.488554,8.432182
41.792997,6.608540,8.421743
41.801186,6.711466,7.876856
41.805127,7.089077,7.876567
41.794108,7.209958,7.859893
41.790068,7.299632,7.847756
41.806496,8.608025,8.045117
41.790023,8.701954,7.906688
41.794513,9.190929,8.584045
41.807976,9.396767,5.102919
41.808136,9.501770,7.058209
41.808860,9.893343,7.00138
41.791192,10.003692,7.770958
41.798415,10.087345,7.873987
41.794289,10.188598,6.734412
41.794271,10.309390,7.998942
41.809222,10.399408,8.128672
41.791951,10.699092,8.07653
41.805142,10.791440,7.343898
41.792189,10.899551,8.035666
41.808003,11.091822,8.125354
41.794711,11.208263,7.435695
41.795964,11.290839,6.601352
41.805326,11.388445,8.076225
41.806935,11.695161,8.072171
41.792341,11.803755,8.106632
41.793244,11.906399,8.214121
41.802635,11.986882,7.15283
41.804427,12.111131,8.100327
41.792395,12.201826,7.692815
41.791987,12.302653,8.040679
41.806932,12.391155,8.043417
41.792831,12.493133,7.500815
41.800433,12.611634,7.959549
41.800700,12.687204,7.290203
41.792664,12.896020,0
41.808058,13.005405,0
41.806795,13.305405,8.222828
41.807707,13.404319,7.94343
41.807607,13.596535,7.834071
41.795781,13.711562,8.099248
41.805511,13.792340,8.123888
41.808151,13.893050,8.18303
41.791975,14.102232,7.824133
41.792438,14.197662,8.223014
41.792743,14.304322,7.815028
41.794098,14.392071,7.385956
41.792292,15.394925,8.216453
41.792770,15.496137,7.889249
41.803968,16.312719,2.442472
41.795743,16.411121,4.664405
41.805806,16.510026,5.981174
41.806181,16.608724,6.619527
41.808091,16.695126,7.045673
41.791682,16.795723,5.193912
41.808860,16.900765,5.740944
41.799937,18.387178,7.988218
41.799412,18.511414,2.021999
41.796953,18.590276,3.834227
41.795435,18.688881,5.474587
41.801369,18.811688,0.065763
41.790821,18.898783,7.976015
41.795441,19.010675,6.206512
41.792559,19.106041,4.163396
41.793487,19.190877,1.632982
41.808130,19.291739,1.208407
41.801750,19.387433,1.30489
41.802074,19.488117,6.531845
41.796493,19.611644,7.94575
41.807934,20.401528,6.052037
41.794357,20.490246,7.414069
41.792147,20.593555,7.983256
41.793837,21.407047,8.208904
41.796712,21.610881,7.708216
41.800655,21.712382,6.167074
41.804905,21.789697,3.370902
41.801251,21.889524,7.162934
41.802280,22.011767,8.097766
41.807769,23.104836,8.07071
41.790154,23.198358,7.3027
41.790577,23.494344,2.068975
41.791823,23.795979,8.09442
41.792632,23.891965,6.576333
41.789745,24.099747,7.9136
41.799669,24.212596,7.779581
41.795405,24.312274,7.277389
41.807995,24.400874,8.031658
41.803602,25.612323,7.987074
41.795488,25.690880,8.17411
41.798749,25.811614,7.773757
41.806895,25.893052,8.193566
41.805845,26.007243,8.229956
41.808043,26.096346,7.787284
41.793900,26.206426,8.222403
41.807981,26.301925,7.833006
41.807193,26.405026,8.009363
41.807753,26.493543,8.179865
41.790227,26.597257,8.093253
41.808720,26.699359,7.390623
41.797645,26.811324,7.805949
41.808478,27.701574,7.79023
41.794936,27.792088,7.485372
41.792547,27.907685,6.469102
41.802329,28.010258,7.198422
41.793516,28.091838,7.980103
41.808186,28.397519,8.24671
41.801022,28.512393,6.402227
41.800144,28.687929,5.02026
41.794393,28.792596,6.039058
41.796822,29.289395,6.292408
41.805175,29.409501,6.282528
41.791189,29.501502,6.347997
41.804357,29.590978,6.181765
41.805228,30.508451,7.802207
41.801698,30.589015,7.914445
41.792299,31.508610,6.776941
41.808176,32.602640,6.21306
41.802676,32.810367,0
41.806157,34.592608,8.150607
41.806500,42.209537,7.531844
41.803480,42.310809,5.773207
41.806779,42.393612,6.405996
41.794773,42.490568,5.493961
41.807498,42.603150,6.646106
41.792339,44.699987,3.820471
41.809116,44.805284,3.748536
41.803973,44.890303,4.032116
41.890372,-11.396444,4.458466
41.901380,-11.289509,6.601303
41.890565,-11.195117,4.161696
41.897588,-11.089012,4.78812
41.902612,-11.012151,4.384777
41.889876,-8.900760,7.812255
41.899030,-8.810396,7.752064
41.893279,-7.893915,7.867899
41.890373,-7.801007,8.212263
41.900323,-7.186509,7.953995
41.904109,-7.088669,6.663022
41.892549,-6.493889,7.844778
41.907997,-6.395947,7.818953
41.907654,-6.291923,8.032869
41.907062,-6.208700,6.453205
41.891549,-6.093848,2.524872
41.907943,-5.506922,7.716442
41.905996,-5.407186,7.577263
41.901178,-4.586214,7.357147
41.907564,-4.505068,4.982866
41.900892,-4.389206,5.407687
41.904515,-4.309506,7.142189
41.901483,-4.089523,6.546871
41.900746,-3.613709,7.875511
41.908889,-3.106250,5.930668
41.900638,-2.288598,6.614941
41.902232,-1.290086,5.284433
41.906768,-1.192442,6.954464
41.908386,-1.106472,7.59747
41.907952,-0.493094,8.101197
41.898788,-0.387692,7.782268
41.900863,-0.287590,8.036911
41.892902,-0.194103,8.217601
41.894201,-0.091746,8.067425
41.908317,0.296983,7.877771
41.892687,0.393837,7.883736
41.897239,0.513051,5.393043
41.903948,0.611942,8.050886
41.893176,0.691443,7.818203
41.910043,0.801601,7.566995
41.891384,0.905786,8.01378
41.891195,0.997941,6.523544
41.904826,1.090274,7.135785
41.898532,1.313376,7.195197
41.908415,1.401386,6.490651
41.902847,1.688765,5.959548
41.901898,1.810213,5.675149
41.894551,2.209799,7.769896
41.895531,2.690292,7.463962
41.906379,3.110000,7.320056
41.892313,3.197688,8.18239
41.899396,3.313544,8.007753
41.891923,3.408531,7.630584
41.897234,3.511865,7.993594
41.909494,3.696659,7.764907
41.894454,3.789573,7.833816
41.896665,3.889451,8.187025
41.903855,4.012289,7.515247
41.908360,4.102328,8.241183
41.906803,4.508860,7.568153
41.898853,4.587253,7.595738
41.895549,4.687578,8.188375
41.904625,4.789946,8.475005
41.902773,4.887065,7.242108
41.902880,4.988277,7.197096
41.890243,5.096871,7.224981
41.895710,5.210491,7.696727
41.896736,6.611226,7.968695
41.909029,6.701693,8.221361
41.904871,6.788320,6.757933
41.890690,6.994747,8.087534
41.904326,7.109164,7.855975
41.907884,8.602281,8.19341
41.909216,9.201339,8.850911
41.892280,10.195179,8.224135
41.906914,10.290338,8.021818
41.900686,10.411917,8.204508
41.895592,10.489725,8.072683
41.897646,10.611349,8.159096
41.908724,10.695416,8.093187
41.895969,10.809165,7.273612
41.891312,11.297282,8.229443
41.892926,11.392715,7.936565
41.908487,11.497708,8.249616
41.890619,11.600174,8.205422
41.894071,11.688767,8.036793
41.890147,11.995893,6.608808
41.891721,12.095671,7.372855
41.897693,12.211632,8.104839
41.891862,12.299026,7.856067
41.903857,12.390657,6.854538
41.902791,12.509984,6.9873
41.896259,12.610794,7.296932
41.908094,12.693964,0.929359
41.909163,13.098821,8.246426
41.893910,13.208279,8.12214
41.906504,13.306350,8.220507
41.901293,13.612622,7.966381
41.894548,13.691805,7.959501
41.908902,13.804331,7.901689
41.909839,13.903792,7.773524
41.907979,14.000435,7.967164
41.901879,14.088005,7.768385
41.892102,15.193009,8.09396
41.898942,15.287524,8.180455
41.893605,15.392219,7.933133
41.906327,15.892465,6.12149
41.908002,16.003627,6.00508
41.891420,16.100315,5.854964
41.897418,16.211018,5.451661
41.892780,16.293527,7.425659
41.906348,16.405897,7.831822
41.900627,16.587230,7.777291
41.904559,16.690438,4.688688
41.904684,16.791131,7.843915
41.890896,18.200136,0
41.903195,18.287423,1.839108
41.909145,18.403867,2.969109
41.892227,18.508096,4.855648
41.900742,18.610315,3.992194
41.890390,18.695065,7.847877
41.905641,18.807724,7.361751
41.901981,18.888133,5.933989
41.892134,18.994441,2.257004
41.908802,19.105378,1.317574
41.904518,19.190995,1.345851
41.909873,19.398514,6.205402
41.899142,19.511855,7.055092
41.894983,19.810108,2.469275
41.906927,19.892130,5.758084
41.895097,19.988569,4.006547
41.892083,20.107671,7.826413
41.898907,20.187122,5.47235
41.898063,20.286930,6.658508
41.891053,20.396195,7.227902
41.892780,20.492674,6.907373
41.905875,20.608986,7.795964
41.909869,21.501225,7.515626
41.898279,21.587218,7.223544
41.902780,21.712285,3.460168
41.891388,21.806517,6.857284
41.900157,21.912572,8.233808
41.895458,22.988063,7.759706
41.903886,23.090081,7.666865
41.895092,23.209785,8.188596
41.907782,23.497372,5.445423
41.902124,23.787400,7.996285
41.909437,24.201564,8.208632
41.896118,24.290012,7.830169
41.909924,24.500406,7.973891
41.894056,24.589353,6.908453
41.890902,24.704214,7.869135
41.896738,24.810181,7.895784
41.909421,24.900715,6.969054
41.893779,24.991745,7.05767
41.890406,25.104145,8.148349
41.900671,25.212671,8.098964
41.894888,25.308994,8.235005
41.891619,25.403865,7.932534
41.902902,25.511369,7.356606
41.895976,25.610460,7.776466
41.908934,25.998014,7.956983
41.899075,26.111874,7.878739
41.905771,26.188635,7.810438
41.891794,26.407037,7.847161
41.890219,26.500773,7.853054
41.891278,26.598227,7.868144
41.907750,27.501847,7.820127
41.909291,27.603302,8.082824
41.891512,27.692374,6.418867
41.891459,27.805033,7.528152
41.903143,27.888928,7.910436
41.896204,28.388480,8.119852
41.905756,28.811329,7.540561
41.897912,29.112393,7.783391
41.908169,29.208168,6.990628
41.894478,29.292752,7.856666
41.890993,30.704973,7.453598
41.910057,30.800427,4.522815
41.908800,30.906884,6.653371
41.904125,30.990198,5.161629
41.892541,31.193871,6.750068
41.902065,31.289628,7.02974
41.906475,32.190723,3.972419
41.892034,32.296712,5.954564
41.899822,32.513851,5.870635
41.909035,33.695285,0
41.905662,33.808908,0.069624
41.902015,39.886846,0.203746
41.892598,42.597195,4.554793
41.895684,42.688952,3.514099
41.899539,42.787488,5.358015
41.906316,42.892177,5.811679
41.893482,42.993964,5.478236
41.892723,44.905446,5.605499
41.992443,-11.901758,8.096677
42.004721,-11.791622,6.405207
41.991461,-11.695299,7.23574
42.003099,-11.610625,7.113052
41.996886,-11.509590,5.549963
41.990839,-11.400295,3.780362
41.997162,-8.789915,6.713323
42.009292,-8.698113,5.829593
42.009062,-7.099171,7.398726
41.995762,-6.611105,7.873697
41.991752,-6.507503,8.135126
42.004903,-6.410598,7.895151
42.002057,-5.412828,6.987422
42.000786,-4.310309,5.759686
41.991836,-4.204280,7.236042
41.991419,-4.101543,8.116843
41.998805,-3.587760,5.913072
41.992997,-3.108493,6.936072
41.993460,-2.792232,7.184711
41.994005,-2.310028,6.438725
42.000636,-2.213719,7.923538
41.990938,-1.204490,7.768092
42.005188,-1.110332,7.974925
42.004854,-0.989001,8.157333
41.990780,-0.899052,8.04717
41.991656,-0.795249,8.234985
42.000544,-0.710450,8.13327
42.003703,-0.612729,8.229482
41.995666,-0.490765,7.851093
41.991355,0.204033,7.829406
42.009062,0.305627,6.160696
42.004174,0.408929,6.819994
42.007793,0.508865,7.852252
41.995112,1.092105,6.773542
42.007622,1.300817,7.931379
42.004301,1.388146,7.753581
42.005436,1.708237,7.176954
41.992197,2.005282,8.15973
42.007437,2.204566,7.775599
42.009423,2.699234,6.706101
42.007077,3.292385,7.897533
41.991979,3.399230,7.59239
42.007828,3.499433,7.841141
42.009661,3.600339,7.064461
42.003767,4.010765,7.675182
42.003653,4.111982,8.198373
42.003535,4.211858,8.132418
42.009611,4.300361,8.011863
41.989848,4.501311,7.534743
41.993743,4.609006,6.176275
42.007836,4.795976,6.937357
41.999311,4.910396,6.927121
41.998995,5.011056,7.159434
41.994723,5.089723,6.720973
41.998185,5.187632,6.498704
41.992970,5.304095,5.92778
42.009166,5.395589,7.881028
41.992064,6.597905,7.997235
42.006490,6.705688,7.795261
41.993013,6.793637,7.925665
41.999510,6.887691,6.964751
42.008751,7.004119,7.915306
42.006687,8.494337,7.131445
41.997714,8.587541,7.881099
41.994167,9.106682,8.006297
42.008772,9.197050,9
41.993896,10.407213,7.419914
41.991184,10.593963,7.482502
42.000339,10.689100,8.122785
42.006150,10.806991,8.152203
42.001498,11.311034,7.868477
41.992680,11.408084,8.139853
42.006097,11.508457,7.202477
41.995829,11.710954,7.770303
41.998923,11.812124,8.098427
41.991350,11.906175,5.771765
42.001097,11.986957,7.126389
41.989880,12.099535,7.028231
41.998691,12.210432,6.763294
42.008197,12.400548,7.605688
42.005449,12.488502,4.679121
41.995517,12.591133,0.104995
42.008078,12.698936,6.924029
41.998365,12.810416,8.180506
42.000523,12.887542,7.932267
42.006212,12.992318,8.014266
42.007262,13.091989,8.213554
42.004147,13.388987,7.779969
42.000803,13.486591,7.874025
41.993394,13.606265,7.963392
42.003680,13.710923,8.14207
42.006983,13.809712,8.015673
42.009762,15.099345,7.906497
42.004329,15.188260,6.437115
42.002626,15.289222,7.995061
41.992162,15.400114,8.136884
42.009332,15.500341,7.461367
42.005608,15.592210,6.007885
41.991836,15.697256,4.752887
42.004204,15.811624,6.59684
41.990975,15.898210,3.843471
42.000849,16.587091,5.549297
41.990431,18.200166,3.454476
42.008268,18.292882,5.784421
42.006414,18.407234,4.789101
42.010027,18.497858,6.584647
42.003289,18.612073,3.118898
41.993644,18.693373,4.297773
41.995719,18.808910,3.773883
41.995875,18.890089,0
41.990218,18.999119,5.092553
41.998631,19.111498,3.834632
42.000371,19.287895,5.59697
41.994895,19.389854,7.667981
41.999207,19.513425,5.07136
41.992589,19.604476,4.288971
42.003083,19.689130,4.836398
42.003068,20.087185,7.899565
42.004826,20.212068,3.874397
41.999736,20.588429,7.811263
42.004132,20.688414,8.100742
41.997861,20.788459,7.955068
41.992565,20.905703,8.108636
42.009625,21.004603,6.975952
41.991179,21.399275,7.582929
41.995828,21.510604,7.744756
41.993102,21.591037,7.419097
42.001175,21.713410,7.172793
42.006107,22.989838,6.349944
42.007589,23.090610,7.732649
42.007634,23.501995,3.027622
41.999215,23.688747,7.164553
42.008823,23.794680,8.135058
42.001562,24.212411,8.075294
41.998532,25.911123,7.816646
42.007328,26.004801,8.030233
41.996801,26.188266,8.116612
42.002494,26.288905,7.045108
42.007004,26.406303,7.921929
42.004180,26.509775,7.905283
42.007627,27.100867,8.054595
42.003561,27.189738,8.24348
41.993136,27.308836,8.012192
42.009209,27.395464,7.596648
41.991427,27.495977,7.772028
41.999557,27.588569,8.226203
41.991087,27.699748,7.62739
42.006719,27.791076,7.939237
41.998116,28.312110,7.776084
42.001651,28.389781,8.496427
42.009085,28.803659,6.912713
42.003642,28.910762,7.689038
42.008808,28.995199,7.32246
42.007795,29.201810,7.012747
42.006945,30.308175,3.766558
42.005121,30.392024,6.917305
41.994918,30.509104,7.959379
41.992189,30.598674,4.915522
42.008233,30.696149,2.195181
41.996176,31.588883,6.078568
42.006242,31.690959,6.099758
41.995435,31.809732,5.933088
41.994482,31.909392,5.190864
41.994445,32.007327,5.396705
42.000760,32.087367,6.429594
41.996301,43.012536,7.887849
42.000593,43.110452,5.692073
41.998244,43.188105,8.145455
42.007021,43.294647,6.206205
42.106569,-12.094650,3.964024
42.109503,-11.998904,4.805759
42.105790,-11.910656,5.865301
42.093889,-8.708349,8.159418
42.101043,-8.588643,7.939865
42.101379,-8.412052,0.202987
42.103677,-7.087944,7.956779
42.104204,-7.008639,6.81879
42.091755,-6.798288,7.93508
42.091317,-6.701605,7.7226
42.104594,-6.588953,8.114695
42.096367,-6.410346,8.09214
42.092872,-6.293713,5.79684
42.108354,-5.807828,0
42.094737,-5.311768,6.295841
42.099904,-4.213853,6.179332
42.090846,-4.096426,7.731244
42.094023,-3.093127,6.59304
42.091856,-2.794649,7.821714
42.089967,-2.700424,6.25115
42.099706,-2.210300,8.145812
42.105358,-1.389715,7.752285
42.095151,-1.291622,7.784164
42.109105,-1.200398,8.169862
42.090792,-1.093747,6.052667
42.106248,-0.991466,7.434926
42.100479,-0.889722,8.155286
42.096739,-0.110652,8.180784
42.097724,-0.013262,6.968421
42.106680,0.105915,6.068923
42.093116,0.190020,7.814908
42.104387,0.409801,7.375037
42.102959,1.011134,6.485184
42.098372,1.112136,7.858315
42.094851,1.411040,7.764509
42.107296,1.607284,8.07128
42.095478,1.710492,7.314289
42.107282,2.006058,7.116912
42.106329,2.107160,8.008764
42.106398,2.193549,7.797773
42.104104,2.690643,7.866946
42.103959,2.789010,8.218488
42.090522,3.394894,8.108512
42.090499,3.497042,7.645359
42.105158,3.610197,7.012218
42.103302,3.710320,6.894719
42.097076,4.011022,8.140242
42.093740,4.110664,7.482128
42.110022,4.297556,8.029815
42.108487,4.407696,7.936587
42.107364,4.494802,7.329529
42.095961,4.590561,6.810519
42.109606,4.800512,6.78708
42.108285,4.998174,8.101773
42.106990,5.093403,7.458707
42.092849,5.208928,7.994063
42.101625,5.289719,6.469164
42.101095,5.410646,5.580785
42.098948,5.510372,8.114077
42.109104,6.702769,7.201938
42.107585,6.804143,7.459559
42.091621,6.897715,7.096634
42.108331,7.004171,7.773851
42.098333,7.110221,7.50364
42.093910,7.493273,7.790075
42.108088,7.595393,7.801616
42.091789,8.100372,2.792323
42.109557,8.197035,4.153484
42.091531,8.396803,7.906501
42.107544,8.494220,7.965942
42.092130,9.106997,8.076757
42.101745,10.387576,8.063853
42.095800,10.487940,8.030832
42.103695,10.612294,8.155903
42.091679,10.700070,8.010035
42.093981,11.209139,7.833234
42.105872,11.307387,7.865127
42.106804,11.390988,7.97161
42.107861,11.499616,7.762726
42.095560,11.609456,7.884938
42.100393,11.711926,6.602142
42.106443,11.806403,6.60759
42.098962,11.887946,6.112008
42.108099,11.995541,5.876007
42.092197,12.097440,6.260497
42.097992,12.212051,6.174034
42.094130,12.308688,7.941499
42.098034,12.389181,7.796254
42.095917,12.509746,4.96589
42.091491,12.593220,8.189911
42.109996,12.697949,5.844664
42.106171,12.809553,7.949609
42.091284,12.897775,7.821497
42.101604,13.010151,8.187985
42.091886,13.103578,8.161433
42.095180,13.289085,7.929756
42.097728,13.387874,8.006883
42.092214,13.501560,7.973616
42.098068,13.610890,8.101612
42.099370,14.887866,8.060034
42.102977,14.987823,7.013671
42.107636,15.108929,7.877641
42.091960,15.297426,8.021784
42.105456,15.688671,3.518748
42.108142,15.804529,6.222375
42.108769,18.006423,8.192254
42.107319,18.092179,6.167421
42.097883,18.288487,5.373957
42.102765,18.390330,4.711876
42.109696,18.499377,5.952553
42.103931,18.610979,5.456555
42.103305,18.713107,7.904759
42.097348,18.811071,7.996356
42.090472,18.899871,1.946367
42.090723,19.199334,6.617712
42.105565,19.291974,7.054464
42.095376,19.411148,6.29574
42.093003,19.504724,6.006406
42.095050,19.911138,5.22358
42.106423,19.994037,7.137681
42.098151,20.113279,6.542274
42.107359,21.208455,8.028045
42.090943,21.297102,7.969746
42.093816,21.391131,7.560754
42.108002,21.499021,6.752116
42.097766,21.611211,8.023988
42.102844,23.011906,7.776545
42.093036,23.109512,0
42.108679,23.505309,2.051878
42.103057,23.711196,8.161324
42.095778,24.189717,7.903637
42.093006,25.994563,6.871518
42.091373,26.099157,8.100057
42.103475,26.188142,7.90137
42.098972,26.288116,6.656144
42.104748,26.408896,7.833914
42.096559,27.010788,7.957809
42.101955,27.087244,8.348359
42.095107,27.211552,7.865098
42.107919,27.401045,8.09439
42.108657,27.497860,7.967545
42.106510,27.606187,7.782558
42.098944,27.712139,6.789221
42.091569,28.301254,7.964418
42.090330,28.704687,7.300165
42.093914,28.810938,7.267095
42.099884,29.086623,7.810456
42.100911,29.212927,8.056335
42.092051,29.294603,0
42.092781,31.190347,4.814805
42.108303,31.303221,5.141705
42.105757,31.407515,6.149927
42.108530,31.505027,5.403103
42.094094,31.608887,4.876018
42.102859,31.712883,6.45185
42.102921,44.013213,5.116527
42.090812,44.100340,7.139878
42.092348,44.196111,4.068518
42.205170,-8.611169,7.013213
42.205271,-8.510526,8.009212
42.190165,-8.396625,0.096615
42.206144,-7.009911,6.267563
42.194378,-6.890884,7.178219
42.198325,-6.789825,7.956006
42.201007,-6.288688,8.101736
42.208333,-6.198828,7.928951
42.208894,-5.805049,0.075016
42.192907,-5.290933,8.228286
42.191061,-5.200547,8.040777
42.205724,-4.207571,7.462157
42.198967,-4.110686,7.217297
42.191267,-3.599324,8.040301
42.209343,-3.496289,8.109836
42.191367,-3.398595,7.949157
42.208890,-3.295213,7.223994
42.202997,-3.113149,5.997151
42.192739,-2.704139,5.946278
42.190958,-2.602304,5.931649
42.209097,-2.197119,8.105612
42.202954,-2.110541,8.153232
42.193473,-1.907949,8.196127
42.208672,-1.798694,8.596883
42.205253,-1.690855,8.048345
42.209014,-1.597241,8.140324
42.208413,-1.495621,7.798571
42.206557,-1.406635,8.007478
42.191239,-1.005809,6.630859
42.203417,-0.911105,7.243905
42.208319,-0.806592,8.140275
42.206804,-0.407034,7.849225
42.206674,-0.292089,7.81838
42.197015,-0.189204,6.669595
42.189950,-0.101315,7.851637
42.191440,0.196654,7.792073
42.199830,0.310589,6.18294
42.209113,0.399136,7.208065
42.194651,0.990906,7.839368
42.196459,1.089282,7.808818
42.208799,1.405386,7.678724
42.202678,1.586884,7.787046
42.200580,1.710792,7.802328
42.208507,2.000672,7.191404
42.205410,2.091232,8.15801
42.208875,2.794830,6.608367
42.190876,3.605557,7.773319
42.192436,3.709176,7.248889
42.199692,3.810704,7.120962
42.209926,3.897933,7.822455
42.190685,4.095081,7.309256
42.206612,4.191791,7.909055
42.192096,4.497613,7.730166
42.206099,4.589379,8.221864
42.206597,5.005844,6.909395
42.192794,5.104136,7.983586
42.200425,5.212336,7.268962
42.200677,5.411811,7.928392
42.195061,5.490468,5.980227
42.200795,5.588113,6.370771
42.196429,6.487129,8.01372
42.201026,6.586550,8.060428
42.207272,6.703380,8.112235
42.194287,6.907750,8.068293
42.208980,7.001853,7.921747
42.195331,7.090755,8.139712
42.191401,7.505480,8.119737
42.204845,8.012265,0
42.197834,8.087954,5.505915
42.192621,8.208804,0.008484
42.197307,9.111638,6.224228
42.194226,10.388521,7.316068
42.192499,10.504140,8.071677
42.199592,10.613032,8.045591
42.202133,11.113370,7.849602
42.206270,11.207214,8.177698
42.191914,11.295800,7.839689
42.192594,11.406570,8.247961
42.200546,11.489697,7.859542
42.192041,11.596218,8.083814
42.191203,11.702561,6.530493
42.190291,11.903711,4.270221
42.192673,12.003537,6.481042
42.198061,12.111604,6.539374
42.208225,12.191884,6.813727
42.200456,12.286963,7.344383
42.192790,12.404849,7.203864
42.204316,12.490937,7.372907
42.201147,12.612345,7.829852
42.204969,12.811423,7.876759
42.192045,12.908482,8.238449
42.203446,13.112398,7.990655
42.198880,13.213321,7.907748
42.190377,13.299382,7.814755
42.207546,13.406752,7.891144
42.196082,13.511815,7.861647
42.193492,13.608470,7.982704
42.192151,13.700148,8.20542
42.195981,13.788470,7.946811
42.193542,13.908469,7.910542
42.205832,14.107563,7.947117
42.199753,14.787166,8.034455
42.206519,14.893466,8.226308
42.199961,15.610390,4.598232
42.192184,15.691666,5.6578
42.203423,16.210054,5.134623
42.204941,17.809611,6.439521
42.194507,17.909933,7.000942
42.206404,17.992044,8.015849
42.202812,18.089076,2.621715
42.202707,18.187240,2.234216
42.190394,18.301547,6.451948
42.207602,18.398458,6.061967
42.210037,18.697538,7.57088
42.205270,18.811343,8.113543
42.197053,18.890183,8.013947
42.210148,19.101455,7.883063
42.208816,19.201972,5.461079
42.192840,19.309998,8.041956
42.190854,19.495363,3.928599
42.205622,19.809186,5.797752
42.191850,19.906548,6.107386
42.202824,19.986844,5.753357
42.210043,20.101822,5.814297
42.193620,20.909058,6.367096
42.200675,21.012104,7.92615
42.192063,21.094581,7.903089
42.198975,21.186534,7.225549
42.196976,21.286802,7.782312
42.208463,21.401657,6.446481
42.190204,22.097899,7.864657
42.209955,22.899587,7.159083
42.210182,22.998401,8.210853
42.194163,23.106829,0.154733
42.202899,23.489605,0.22021
42.194436,23.609747,0
42.191432,24.200670,7.794842
42.197437,25.712521,7.870055
42.197618,25.788641,7.871946
42.208215,25.902623,7.981651
42.190203,25.999278,7.896803
42.192034,26.095159,8.053418
42.200995,26.189425,8.239083
42.208710,26.305331,8.104805
42.190961,26.802506,8.016689
42.208889,26.904231,8.229721
42.193899,26.990418,8.006364
42.202127,27.288739,8.239067
42.191775,27.397515,7.93358
42.196806,27.511567,7.605696
42.202023,28.289617,7.814239
42.190582,28.502219,6.800795
42.202420,28.611609,5.846705
42.207697,28.697669,6.535982
42.205013,28.808058,7.381691
42.208666,29.000144,8.153397
42.193043,29.090383,7.481231
42.194003,30.792705,5.13629
42.208497,30.897962,6.921128
42.207961,30.997023,5.146949
42.193249,31.109961,6.192754
42.201528,31.189606,6.639535
42.196724,31.310188,4.834067
42.194407,44.209192,6.648244
42.307844,-13.201578,7.920643
42.309580,-13.101432,6.624376
42.291786,-12.991826,2.964741
42.296920,-8.488886,7.992531
42.296748,-8.412800,5.543774
