rounded_latitude,rounded_longitude,avg_nic
35.400590,26.788514,3.078656
35.392936,26.904500,2.267527
35.393563,27.191071,3.60452
35.409440,27.802433,6.447808
35.405054,27.908899,4.724505
35.407757,27.992882,4.447808
35.408744,28.699957,8.010917
35.408311,28.799374,3.049103
35.402799,28.909975,5.650137
35.401042,29.389222,5.633283
35.407839,29.493604,7.143064
35.408939,29.603091,8.541858
35.393388,30.291622,5.923999
35.407011,31.392351,5.690089
35.400026,31.512519,6.601558
35.399080,31.611045,8.087159
35.393467,31.691099,5.728114
35.401495,31.812099,6.978728
35.396819,31.889754,8.004691
35.402429,44.009362,7.8992
35.403932,44.191317,5.198809
35.400348,44.290285,8.231283
35.507889,-21.599883,8.237035
35.507746,-13.292107,0
35.493441,-13.194051,0.158445
35.507758,-11.902608,8.133741
35.507376,-10.397399,3.581753
35.491751,-10.293081,0.830456
35.494370,-9.709962,6.711948
35.508258,-8.499821,5.515541
35.495713,-8.392092,7.851646
35.492203,-8.297837,5.993828
35.498790,-6.690169,6.988354
35.490738,-6.498926,7.311563
35.493505,-6.390940,7.275814
35.508298,-5.998111,7.393476
35.509725,-5.899507,7.869638
35.504320,-5.491766,8.046818
35.503878,-5.391042,8.198367
35.503941,-5.290715,8.004418
35.498138,-5.209343,8.126126
35.497521,-0.887882,8.071536
35.497251,-0.790102,4.155709
35.507991,6.703404,8.158866
35.493297,11.708933,4.545545
35.497971,12.488245,7.859719
35.507033,12.605791,7.999967
35.496148,14.590253,4.563296
35.502043,14.690828,4.765054
35.498772,16.610523,6.898357
35.492340,16.700230,5.238886
35.492370,16.792520,4.234849
35.509237,16.897074,5.631063
35.507135,17.003522,6.582546
35.499907,17.090498,6.607395
35.509143,17.199542,4.732681
35.492451,18.506372,1.789765
35.501236,22.487967,8.176191
35.492931,22.596078,7.402311
35.491132,22.697148,8.013185
35.502075,24.111503,8.22159
35.489803,24.200577,7.949274
35.492764,24.307449,4.493225
35.506418,25.106147,7.495795
35.507571,25.707980,4.207193
35.492976,26.095292,8.162125
35.502835,26.208873,6.458403
