,h3,icao_address_x,icao_address_y,percent,fill_color,line_fill_color
8718,8434485ffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8719,843448dffffffff,272,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8720,8434495ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8721,8434497ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8722,84344b5ffffffff,106,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8723,84344bbffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8724,84344bdffffffff,84,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8725,84344c1ffffffff,222,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8726,84344c3ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8727,84344c5ffffffff,274,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8728,84344c7ffffffff,273,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8729,84344c9ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8730,84344cbffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8731,84344cdffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8732,84344e9ffffffff,68,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8733,84344edffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8734,8434611ffffffff,98,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8735,8434617ffffffff,65,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8736,8434619ffffffff,218,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8737,8434635ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8738,8434653ffffffff,210,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8739,8434659ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8740,843465bffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8741,843466bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8742,8434685ffffffff,205,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8743,843468dffffffff,109,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8744,8434691ffffffff,119,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8745,8434693ffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8746,8434697ffffffff,227,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8747,8434699ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8748,843469bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8749,84346a5ffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8750,84346b1ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8751,84346b5ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8752,84346b7ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8753,84346bdffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8754,84346c5ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8755,84346c7ffffffff,134,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8756,84346e5ffffffff,279,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8757,84346ebffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8758,84346edffffffff,236,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8759,843470dffffffff,94,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8760,8434741ffffffff,141,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8761,8434747ffffffff,71,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8762,8434749ffffffff,87,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8763,843484bffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8764,8434a15ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8765,8434a31ffffffff,132,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8766,8434a35ffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8767,8434a39ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8768,8434a93ffffffff,128,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8769,8434a97ffffffff,234,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8770,8434ac1ffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8771,8434ac7ffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8772,8434acbffffffff,155,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8773,8434aedffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8774,8434b07ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8775,8434c41ffffffff,122,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8776,8434c49ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8777,8434cc5ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8778,8434e23ffffffff,226,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8779,8434e2bffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8780,8434e41ffffffff,90,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8781,8434e43ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8782,8434e47ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8783,8434e4bffffffff,45,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8784,8434f6dffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8785,843500bffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8786,8435011ffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8787,8435013ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8788,8435015ffffffff,52,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8789,843501bffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8790,843502dffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8791,8435051ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8792,8435055ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8793,8435059ffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8794,8435097ffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8795,843509dffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8796,84350a1ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8797,84350a3ffffffff,95,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8798,84350a7ffffffff,89,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8799,84350bbffffffff,74,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8800,84350bdffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8801,84350c3ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8802,84350cbffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8803,84350cdffffffff,66,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8804,84350e5ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8805,8435109ffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8806,8435111ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8807,8435113ffffffff,134,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8808,8435117ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8809,843511bffffffff,84,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8810,8435125ffffffff,148,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8811,8435133ffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8812,8435143ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8813,8435149ffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8814,843514bffffffff,82,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8815,8435153ffffffff,81,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8816,8435155ffffffff,137,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8817,8435159ffffffff,170,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8818,843515dffffffff,123,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8819,8435161ffffffff,110,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8820,8435165ffffffff,79,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8821,8435169ffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8822,843516bffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8823,843516dffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8824,8435183ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8825,8435191ffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8826,843519bffffffff,160,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8827,843519dffffffff,110,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8828,84351a3ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8829,84351a5ffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8830,84351a7ffffffff,162,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8831,84351b5ffffffff,283,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8832,84351b7ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8833,84351cdffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8834,84351d3ffffffff,101,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8835,84351d7ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8836,84351dbffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8837,84351edffffffff,130,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8838,8435207ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8839,8435213ffffffff,168,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8840,8435217ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8841,843521bffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8842,8435223ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8843,8435227ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8844,843523dffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8845,8435241ffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8846,8435243ffffffff,185,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8847,8435245ffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8848,843524bffffffff,60,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8849,8435251ffffffff,105,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8850,8435253ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8851,8435255ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8852,843525dffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8853,8435269ffffffff,48,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8854,84352d9ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8855,84352e5ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8856,84352edffffffff,133,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8857,8435301ffffffff,74,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8858,8435305ffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8859,8435307ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8860,8435311ffffffff,85,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8861,8435315ffffffff,46,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8862,8435331ffffffff,77,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8863,8435333ffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8864,843533bffffffff,48,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8865,8435343ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8866,843534dffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8867,8435363ffffffff,49,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8868,8435367ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8869,843536bffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8870,8435411ffffffff,173,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8871,8435417ffffffff,172,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8872,8435419ffffffff,53,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8873,843543bffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8874,8435449ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8875,843549bffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8876,84354bdffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8877,84354edffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8878,8435513ffffffff,58,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8879,8435517ffffffff,117,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8880,8435533ffffffff,117,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8881,843553bffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8882,84355e7ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8883,84355edffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8884,843565bffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8885,8435699ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8886,84356a9ffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8887,84356c1ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8888,84356d7ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8889,84356dbffffffff,159,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8890,8435735ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8891,8435833ffffffff,78,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8892,8435837ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8893,8435865ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8894,843586dffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8895,8435887ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8896,843589bffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8897,84358abffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8898,84358c1ffffffff,132,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8899,84358c5ffffffff,96,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8900,84358c7ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8901,84358cbffffffff,118,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8902,84358ebffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8903,84358edffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8904,843590bffffffff,78,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8905,8435927ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8906,843594bffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8907,84359c1ffffffff,100,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8908,84359c5ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8909,84359cbffffffff,37,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8910,8435a01ffffffff,41,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8911,8435a05ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8912,8435a15ffffffff,82,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8913,8435a19ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8914,8435a27ffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8915,8435a3bffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8916,8435a4bffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8917,8435a5bffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8918,8435a91ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8919,8435a9bffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8920,8435b01ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8921,8435b03ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8922,8435b07ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8923,8435b0bffffffff,91,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8924,8435b11ffffffff,146,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8925,8435b15ffffffff,79,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8926,8435b19ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8927,8435b1bffffffff,203,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8928,8435b1dffffffff,156,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8929,8435b39ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8930,8435b5bffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8931,8435b61ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8932,8435b65ffffffff,73,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8933,8435b67ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8934,8435b6bffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8935,8436035ffffffff,101,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8936,843603dffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8937,8436041ffffffff,158,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8938,843604bffffffff,57,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8939,843604dffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8940,8436183ffffffff,45,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8941,8436187ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8942,843618bffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8943,84361a3ffffffff,213,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8944,84361a7ffffffff,264,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8945,84361abffffffff,130,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8946,8436209ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8947,843620dffffffff,101,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8948,8436221ffffffff,182,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8949,8436223ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8950,8436225ffffffff,115,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8951,8436237ffffffff,81,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8952,843623dffffffff,114,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8953,8436243ffffffff,107,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8954,8436247ffffffff,75,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8955,8436249ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8956,843624bffffffff,186,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8957,8436251ffffffff,135,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8958,8436253ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8959,8436255ffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8960,843625bffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8961,8436261ffffffff,126,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8962,843626bffffffff,292,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8963,843626dffffffff,117,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8964,8436287ffffffff,53,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8965,84362abffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8966,84362d1ffffffff,78,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8967,84362d9ffffffff,89,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8968,84362dbffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8969,8436307ffffffff,120,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8970,8436315ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8971,8436329ffffffff,170,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8972,843632bffffffff,192,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8973,843632dffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8974,8436339ffffffff,105,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8975,8436349ffffffff,66,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8976,8436353ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8977,8436369ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8978,843636dffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8979,8436405ffffffff,87,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8980,8436425ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8981,8436429ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8982,8436469ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8983,8436487ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8984,84364b3ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8985,84364b7ffffffff,97,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8986,8436503ffffffff,46,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8987,8436507ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8988,8436519ffffffff,153,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8989,843651dffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8990,8436523ffffffff,86,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8991,8436527ffffffff,132,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8992,843653dffffffff,127,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8993,8436553ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8994,843655dffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8995,84365a3ffffffff,88,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8996,84365a7ffffffff,181,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8997,84365b9ffffffff,112,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8998,84365bdffffffff,130,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
8999,84365e7ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9000,843660bffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9001,8436653ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9002,8436657ffffffff,136,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9003,8436665ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9004,843666dffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9005,8436683ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9006,8436699ffffffff,213,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9007,843669dffffffff,164,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9008,84366cdffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9009,8436813ffffffff,126,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9010,8436817ffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9011,8436833ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9012,8436837ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9013,8436889ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9014,8436893ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9015,8436897ffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9016,84368a1ffffffff,70,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9017,84368a3ffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9018,84368a7ffffffff,86,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9019,84368bbffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9020,84368c3ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9021,84368d9ffffffff,55,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9022,84368ddffffffff,64,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9023,84368edffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9024,8436989ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9025,843698dffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9026,843699bffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9027,843699dffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9028,8436a93ffffffff,228,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9029,8436a97ffffffff,72,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9030,8436c13ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9031,8436c19ffffffff,39,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9032,8436c1dffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9033,8436c45ffffffff,100,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9034,8436c53ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9035,8436c69ffffffff,116,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9036,8436c89ffffffff,111,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9037,8436c8dffffffff,243,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9038,8436cc3ffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9039,8436cd1ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
9040,8436cd5ffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
