,h3,icao_address_x,icao_address_y,percent,fill_color,line_fill_color
2106,840f569ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2107,840f585ffffffff,308,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2108,840f58dffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2109,840f591ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2110,840f593ffffffff,68,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2111,840f597ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2112,840f599ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2113,840f59bffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2114,840f5a5ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2115,840f5a7ffffffff,71,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2116,840f5a9ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2117,840f5adffffffff,84,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2118,840f5c1ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2119,840f5c5ffffffff,90,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2120,840f5c9ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2121,840f601ffffffff,71,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2122,840f605ffffffff,109,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2123,840f609ffffffff,127,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2124,840f60dffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2125,840f621ffffffff,112,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2126,840f623ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2127,840f627ffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2128,840f629ffffffff,73,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2129,840f62bffffffff,95,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2130,840f631ffffffff,55,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2131,840f635ffffffff,166,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2132,840f637ffffffff,141,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2133,840f643ffffffff,59,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2134,840f653ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2135,840f65bffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2136,840f661ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2137,840f667ffffffff,108,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2138,840f681ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2139,840f68dffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2140,840f6a1ffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2141,840f6a5ffffffff,160,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2142,840f6a7ffffffff,197,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2143,840f6a9ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2144,840f6b7ffffffff,173,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2145,840f6d3ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2146,840f6d7ffffffff,44,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2147,840f6e5ffffffff,44,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2148,840f705ffffffff,33,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2149,840f715ffffffff,81,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2150,840f719ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2151,840f71dffffffff,186,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2152,840f72bffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2153,840f749ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2154,840f753ffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2155,840f757ffffffff,58,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2156,840f759ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2157,840f75bffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2158,840f819ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2159,840f82bffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2160,840f835ffffffff,125,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2161,840f837ffffffff,45,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2162,840f88dffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2163,840f8d3ffffffff,157,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2164,840f8d7ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2165,840f963ffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2166,840f967ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2167,840f991ffffffff,49,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2168,840f995ffffffff,88,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2169,840f997ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2170,840f999ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2171,840f99dffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2172,840f9a7ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2173,840f9b1ffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2174,840f9b5ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2175,840f9b9ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2176,840f9bbffffffff,39,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2177,840f9bdffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2178,840f9c9ffffffff,54,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2179,840f9d5ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2180,840f9ddffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2181,840f9e7ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2182,840fa05ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2183,840fa17ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2184,840fa21ffffffff,206,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2185,840fa25ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2186,840fa29ffffffff,215,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2187,840fa81ffffffff,94,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2188,840fa89ffffffff,206,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2189,840fa95ffffffff,99,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2190,840fa9bffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2191,840fa9dffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2192,840fabbffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2193,840fac5ffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2194,840fad1ffffffff,31,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2195,840fad5ffffffff,61,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2196,840faebffffffff,138,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2197,840fb07ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2198,840fb0bffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2199,840fb11ffffffff,92,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2200,840fb15ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2201,840fb17ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2202,840fb1bffffffff,93,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2203,840fb21ffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2204,840fb27ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2205,840fb2bffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2206,840fb55ffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2207,8410009ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2208,841000bffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2209,8410011ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2210,841001bffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2211,8410023ffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2212,841002bffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2213,8410033ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2214,8410035ffffffff,110,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2215,841003dffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2216,8410059ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2217,841005bffffffff,45,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2218,8410095ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2219,84100a9ffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2220,84100c1ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2221,84100c3ffffffff,111,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2222,84100cdffffffff,122,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2223,84100dbffffffff,66,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2224,84100e3ffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2225,8410121ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2226,8410123ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2227,8410125ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2228,841012dffffffff,20,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2229,8410135ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2230,8410161ffffffff,8,8,1,"[0, 255, 0, 100]","[97, 255, 97]"
2231,8410165ffffffff,4,4,1,"[0, 255, 0, 100]","[97, 255, 97]"
2232,8410167ffffffff,72,33,0.458333333,"[0, 255, 0, 100]","[97, 255, 97]"
2233,8410187ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2234,8410191ffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2235,8410193ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2236,8410199ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2237,841019bffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2238,84101a1ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2239,84101abffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2240,84101b7ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2241,84101d9ffffffff,82,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2242,84101dbffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2243,84101e3ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2244,8410201ffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2245,8410207ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2246,8410225ffffffff,108,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2247,8410233ffffffff,126,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2248,841023bffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2249,84102a5ffffffff,119,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2250,84102adffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2251,84102c9ffffffff,66,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2252,84102e5ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2253,8410315ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2254,8410319ffffffff,14,1,0.071428571,"[255, 0, 0, 100]","[255, 0, 0]"
2255,841031bffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2256,8410331ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2257,8410337ffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2258,8410353ffffffff,28,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2259,8410365ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2260,8410367ffffffff,52,16,0.307692308,"[0, 255, 0, 100]","[97, 255, 97]"
2261,8410421ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2262,8410423ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2263,8410427ffffffff,5,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2264,8410429ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2265,841042bffffffff,86,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2266,841042dffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2267,8410431ffffffff,247,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2268,8410433ffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2269,8410435ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2270,8410437ffffffff,4,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2271,841043dffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2272,8410495ffffffff,62,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2273,8410497ffffffff,52,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2274,8410499ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2275,841049bffffffff,44,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2276,84104a3ffffffff,298,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2277,84104a7ffffffff,152,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2278,84104b5ffffffff,59,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2279,84104b7ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2280,84104bdffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2281,84104edffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2282,8410507ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2283,841050dffffffff,62,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2284,8410521ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2285,8410529ffffffff,50,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2286,841052dffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2287,8410531ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2288,8410539ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2289,841053dffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2290,841054bffffffff,185,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2291,841055dffffffff,47,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2292,8410561ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2293,8410563ffffffff,34,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2294,8410565ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2295,8410567ffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2296,841056bffffffff,160,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2297,841056dffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2298,8410593ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2299,84105a3ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2300,84105a9ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2301,84105abffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2302,84105b5ffffffff,41,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2303,84105c9ffffffff,427,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2304,84105cbffffffff,259,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2305,84105ddffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2306,8410729ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2307,841072dffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2308,8410735ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2309,8410737ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2310,8410807ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2311,8410811ffffffff,114,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2312,841081dffffffff,22,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2313,8410821ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2314,8410839ffffffff,7,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2315,8410897ffffffff,238,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2316,841089bffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2317,84108a5ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2318,84108adffffffff,125,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2319,84108bbffffffff,52,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2320,84108ddffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2321,84108e5ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2322,84108e7ffffffff,90,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2323,8410981ffffffff,109,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2324,8410985ffffffff,27,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2325,8410987ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2326,841098dffffffff,49,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2327,84109a9ffffffff,42,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2328,84109abffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2329,84109adffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2330,84109b7ffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2331,84109c1ffffffff,60,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2332,84109c5ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2333,84109c7ffffffff,23,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2334,84109d5ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2335,84109e3ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2336,8410a81ffffffff,262,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2337,8410a85ffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2338,8410a87ffffffff,58,9,0.155172414,"[255, 0, 0, 100]","[255, 0, 0]"
2339,8410a89ffffffff,14,5,0.357142857,"[0, 255, 0, 100]","[97, 255, 97]"
2340,8410a93ffffffff,83,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2341,8410a99ffffffff,6,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2342,8410a9bffffffff,80,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2343,8410aa9ffffffff,4,2,0.5,"[0, 255, 0, 100]","[97, 255, 97]"
2344,8410aabffffffff,10,1,0.1,"[255, 0, 0, 100]","[255, 0, 0]"
2345,8410ab1ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2346,8410abdffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2347,8410ac1ffffffff,26,1,0.038461538,"[255, 0, 0, 100]","[255, 0, 0]"
2348,8410ac3ffffffff,14,1,0.071428571,"[255, 0, 0, 100]","[255, 0, 0]"
2349,8410ac9ffffffff,8,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2350,8410acbffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2351,8410ad1ffffffff,26,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2352,8410ad5ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2353,8410ad7ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2354,8410addffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2355,8410c01ffffffff,75,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2356,8410c03ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2357,8410c05ffffffff,49,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2358,8410c0dffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2359,8410c19ffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2360,8410c1bffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2361,8410c21ffffffff,279,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2362,8410c23ffffffff,156,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2363,8410c25ffffffff,1,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2364,8410c27ffffffff,110,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2365,8410c29ffffffff,109,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2366,8410c2dffffffff,123,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2367,8410c31ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2368,8410c35ffffffff,13,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2369,8410c37ffffffff,43,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2370,8410c39ffffffff,197,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2371,8410c3bffffffff,3,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2372,8410c51ffffffff,228,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2373,8410c53ffffffff,129,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2374,8410c59ffffffff,32,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2375,8410c61ffffffff,254,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2376,8410c63ffffffff,221,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2377,8410c67ffffffff,29,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2378,8410c69ffffffff,136,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2379,8410c6bffffffff,64,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2380,8410c81ffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2381,8410c83ffffffff,14,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2382,8410c87ffffffff,108,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2383,8410c99ffffffff,10,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2384,8410c9bffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2385,8410c9dffffffff,76,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2386,8410ca3ffffffff,15,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2387,8410ca7ffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2388,8410cabffffffff,58,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2389,8410cadffffffff,2,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2390,8410cb1ffffffff,56,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2391,8410cb3ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2392,8410cbdffffffff,83,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2393,8410cd1ffffffff,30,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2394,8410cd3ffffffff,228,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2395,8410cd7ffffffff,60,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2396,8410cd9ffffffff,138,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2397,8410ce7ffffffff,77,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2398,8410ce9ffffffff,110,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2399,8410cedffffffff,24,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2400,8410d01ffffffff,9,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2401,8410d03ffffffff,19,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2402,8410d0bffffffff,11,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2403,8410d0dffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2404,8410d11ffffffff,62,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2405,8410d15ffffffff,414,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2406,8410d17ffffffff,63,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2407,8410d1bffffffff,38,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2408,8410d1dffffffff,189,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2409,8410d39ffffffff,154,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2410,8410d3bffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2411,8410d3dffffffff,16,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2412,8410d43ffffffff,12,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2413,8410d47ffffffff,25,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2414,8410d49ffffffff,35,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2415,8410d4bffffffff,62,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2416,8410d51ffffffff,85,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2417,8410d53ffffffff,107,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2418,8410d57ffffffff,17,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2419,8410d59ffffffff,68,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2420,8410d5dffffffff,56,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2421,8410d69ffffffff,147,8,0.054421769,"[255, 0, 0, 100]","[255, 0, 0]"
2422,8410d83ffffffff,40,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2423,8410d89ffffffff,21,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2424,8410d8bffffffff,18,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
2425,8410d95ffffffff,36,0,0,"[0, 255, 0, 100]","[97, 255, 97]"
